lambda,log2_N,log2_delta,q0,L,log2_precision
128,17,27,39,11,4
128,17,27,39,12,4
128,17,27,39,13,4
128,17,27,39,14,4
128,17,27,39,15,4
128,17,27,39,16,4
128,17,27,39,17,4
128,17,27,39,18,4
128,17,27,39,19,4
128,17,27,39,20,4
128,17,27,39,21,4
128,17,27,39,22,4
128,17,27,39,23,4
128,17,27,39,24,4
128,17,27,39,25,4
128,17,27,39,26,4
128,17,27,39,27,4
128,17,27,39,28,4
128,17,27,39,29,4
128,17,27,39,30,4
128,17,27,39,31,4
128,17,27,39,32,4
128,17,27,40,1,4
128,17,27,40,2,4
128,17,27,40,3,4
128,17,27,40,4,4
128,17,27,40,5,4
128,17,27,40,6,4
128,17,27,40,7,4
128,17,27,40,8,4
128,17,27,40,9,4
128,17,27,40,10,4
128,17,27,40,11,4
128,17,27,40,12,4
128,17,27,40,13,4
128,17,27,40,14,4
128,17,27,40,15,4
128,17,27,40,16,4
128,17,27,40,17,4
128,17,27,40,18,4
128,17,27,40,19,4
128,17,27,40,20,4
128,17,27,40,21,4
128,17,27,40,22,4
128,17,27,40,23,4
128,17,27,40,24,4
128,17,27,40,25,4
128,17,27,40,26,4
128,17,27,40,27,4
128,17,27,40,28,4
128,17,27,40,29,4
128,17,27,40,30,4
128,17,27,40,31,4
128,17,27,40,32,4
128,17,27,41,1,4
128,17,27,41,2,4
128,17,27,41,3,4
128,17,27,41,4,4
128,17,27,41,5,4
128,17,27,41,6,4
128,17,27,41,7,4
128,17,27,41,8,4
128,17,27,41,9,4
128,17,27,41,10,4
128,17,27,41,11,4
128,17,27,41,12,4
128,17,27,41,13,4
128,17,27,41,14,4
128,17,27,41,15,4
128,17,27,41,16,4
128,17,27,41,17,4
128,17,27,41,18,4
128,17,27,41,19,4
128,17,27,41,20,4
128,17,27,41,21,4
128,17,27,41,22,4
128,17,27,41,23,4
128,17,27,41,24,4
128,17,27,41,25,4
128,17,27,41,26,4
128,17,27,41,27,4
128,17,27,41,28,4
128,17,27,41,29,4
128,17,27,41,30,4
128,17,27,41,31,4
128,17,27,41,32,4
128,17,27,42,1,4
128,17,27,42,2,4
128,17,27,42,3,4
128,17,27,42,4,4
128,17,27,42,5,4
128,17,27,42,6,4
128,17,27,42,7,4
128,17,27,42,8,4
128,17,27,42,9,4
128,17,27,42,10,4
128,17,27,42,11,4
128,17,27,42,12,4
128,17,27,42,13,4
128,17,27,42,14,4
128,17,27,42,15,4
128,17,27,42,16,4
128,17,27,42,17,4
128,17,27,42,18,4
128,17,27,42,19,4
128,17,27,42,20,4
128,17,27,42,21,4
128,17,27,42,22,4
128,17,27,42,23,4
128,17,27,42,24,4
128,17,27,42,25,4
128,17,27,42,26,4
128,17,27,42,27,4
128,17,27,42,28,4
128,17,27,42,29,4
128,17,27,42,30,4
128,17,27,42,31,4
128,17,27,42,32,4
128,17,27,43,1,4
128,17,27,43,2,4
128,17,27,43,3,4
128,17,27,43,4,4
128,17,27,43,5,4
128,17,27,43,6,4
128,17,27,43,7,4
128,17,27,43,8,4
128,17,27,43,9,4
128,17,27,43,10,4
128,17,27,43,11,4
128,17,27,43,12,4
128,17,27,43,13,4
128,17,27,43,14,4
128,17,27,43,15,4
128,17,27,43,16,4
128,17,27,43,17,4
128,17,27,43,18,4
128,17,27,43,19,4
128,17,27,43,20,4
128,17,27,43,21,4
128,17,27,43,22,4
128,17,27,43,23,4
128,17,27,43,24,4
128,17,27,43,25,4
128,17,27,43,26,4
128,17,27,43,27,4
128,17,27,43,28,4
128,17,27,43,29,4
128,17,27,43,30,4
128,17,27,43,31,4
128,17,27,43,32,4
128,17,27,44,1,4
128,17,27,44,2,4
128,17,27,44,3,4
128,17,27,44,4,4
128,17,27,44,5,4
128,17,27,44,6,4
128,17,27,44,7,4
128,17,27,44,8,4
128,17,27,44,9,4
128,17,27,44,10,4
128,17,27,44,11,4
128,17,27,44,12,4
128,17,27,44,13,4
128,17,27,44,14,4
128,17,27,44,15,4
128,17,27,44,16,4
128,17,27,44,17,4
128,17,27,44,18,4
128,17,27,44,19,4
128,17,27,44,20,4
128,17,27,44,21,4
128,17,27,44,22,4
128,17,27,44,23,4
128,17,27,44,24,4
128,17,27,44,25,4
128,17,27,44,26,4
128,17,27,44,27,4
128,17,27,44,28,4
128,17,27,44,29,4
128,17,27,44,30,4
128,17,27,44,31,4
128,17,27,44,32,4
128,17,27,45,1,4
128,17,27,45,2,4
128,17,27,45,3,4
128,17,27,45,4,4
128,17,27,45,5,4
128,17,27,45,6,4
128,17,27,45,7,4
128,17,27,45,8,4
128,17,27,45,9,4
128,17,27,45,10,4
128,17,27,45,11,4
128,17,27,45,12,4
128,17,27,45,13,4
128,17,27,45,14,4
128,17,27,45,15,4
128,17,27,45,16,4
128,17,27,45,17,4
128,17,27,45,18,4
128,17,27,45,19,4
128,17,27,45,20,4
128,17,27,45,21,4
128,17,27,45,22,4
128,17,27,45,23,4
128,17,27,45,24,4
128,17,27,45,25,4
128,17,27,45,26,4
128,17,27,45,27,4
128,17,27,45,28,4
128,17,27,45,29,4
128,17,27,45,30,4
128,17,27,45,31,4
128,17,27,45,32,4
128,17,27,46,1,4
128,17,27,46,2,4
128,17,27,46,3,4
128,17,27,46,4,4
128,17,27,46,5,4
128,17,27,46,6,4
128,17,27,46,7,4
128,17,27,46,8,4
128,17,27,46,9,4
128,17,27,46,10,4
128,17,27,46,11,4
128,17,27,46,12,4
128,17,27,46,13,4
128,17,27,46,14,4
128,17,27,46,15,4
128,17,27,46,16,4
128,17,27,46,17,4
128,17,27,46,18,4
128,17,27,46,19,4
128,17,27,46,20,4
128,17,27,46,21,4
128,17,27,46,22,4
128,17,27,46,23,4
128,17,27,46,24,4
128,17,27,46,25,4
128,17,27,46,26,4
128,17,27,46,27,4
128,17,27,46,28,4
128,17,27,46,29,4
128,17,27,46,30,4
128,17,27,46,31,4
128,17,27,46,32,4
128,17,27,47,1,4
128,17,27,47,2,4
128,17,27,47,3,4
128,17,27,47,4,4
128,17,27,47,5,4
128,17,27,47,6,4
128,17,27,47,7,4
128,17,27,47,8,4
128,17,27,47,9,4
128,17,27,47,10,4
128,17,27,47,11,4
128,17,27,47,12,4
128,17,27,47,13,4
128,17,27,47,14,4
128,17,27,47,15,4
128,17,27,47,16,4
128,17,27,47,17,4
128,17,27,47,18,4
128,17,27,47,19,4
128,17,27,47,20,4
128,17,27,47,21,4
128,17,27,47,22,4
128,17,27,47,23,4
128,17,27,47,24,4
128,17,27,47,25,4
128,17,27,47,26,4
128,17,27,47,27,4
128,17,27,47,28,4
128,17,27,47,29,4
128,17,27,47,30,4
128,17,27,47,31,4
128,17,27,47,32,4
128,17,27,48,1,4
128,17,27,48,2,4
128,17,27,48,3,4
128,17,27,48,4,4
128,17,27,48,5,4
128,17,27,48,6,4
128,17,27,48,7,4
128,17,27,48,8,4
128,17,27,48,9,4
128,17,27,48,10,4
128,17,27,48,11,4
128,17,27,48,12,4
128,17,27,48,13,4
128,17,27,48,14,4
128,17,27,48,15,4
128,17,27,48,16,4
128,17,27,48,17,4
128,17,27,48,18,4
128,17,27,48,19,4
128,17,27,48,20,4
128,17,27,48,21,4
128,17,27,48,22,4
128,17,27,48,23,4
128,17,27,48,24,4
128,17,27,48,25,4
128,17,27,48,26,4
128,17,27,48,27,4
128,17,27,48,28,4
128,17,27,48,29,4
128,17,27,48,30,4
128,17,27,48,31,4
128,17,27,48,32,4
128,17,27,49,1,4
128,17,27,49,2,4
128,17,27,49,3,4
128,17,27,49,4,4
128,17,27,49,5,4
128,17,27,49,6,4
128,17,27,49,7,4
128,17,27,49,8,4
128,17,27,49,9,4
128,17,27,49,10,4
128,17,27,49,11,4
128,17,27,49,12,4
128,17,27,49,13,4
128,17,27,49,14,4
128,17,27,49,15,4
128,17,27,49,16,4
128,17,27,49,17,4
128,17,27,49,18,4
128,17,27,49,19,4
128,17,27,49,20,4
128,17,27,49,21,4
128,17,27,49,22,4
128,17,27,49,23,4
128,17,27,49,24,4
128,17,27,49,25,4
128,17,27,49,26,4
128,17,27,49,27,4
128,17,27,49,28,4
128,17,27,49,29,4
128,17,27,49,30,4
128,17,27,49,31,4
128,17,27,49,32,4
128,17,27,50,1,4
128,17,27,50,2,4
128,17,27,50,3,4
128,17,27,50,4,4
128,17,27,50,5,4
128,17,27,50,6,4
128,17,27,50,7,4
128,17,27,50,8,4
128,17,27,50,9,4
128,17,27,50,10,4
128,17,27,50,11,4
128,17,27,50,12,4
128,17,27,50,13,4
128,17,27,50,14,4
128,17,27,50,15,4
128,17,27,50,16,4
128,17,27,50,17,4
128,17,27,50,18,4
128,17,27,50,19,4
128,17,27,50,20,4
128,17,27,50,21,4
128,17,27,50,22,4
128,17,27,50,23,4
128,17,27,50,24,4
128,17,27,50,25,4
128,17,27,50,26,4
128,17,27,50,27,4
128,17,27,50,28,4
128,17,27,50,29,4
128,17,27,50,30,4
128,17,27,50,31,4
128,17,27,50,32,4
128,17,27,51,1,4
128,17,27,51,2,4
128,17,27,51,3,4
128,17,27,51,4,4
128,17,27,51,5,4
128,17,27,51,6,4
128,17,27,51,7,4
128,17,27,51,8,4
128,17,27,51,9,4
128,17,27,51,10,4
128,17,27,51,11,4
128,17,27,51,12,4
128,17,27,51,13,4
128,17,27,51,14,4
128,17,27,51,15,4
128,17,27,51,16,4
128,17,27,51,17,4
128,17,27,51,18,4
128,17,27,51,19,4
128,17,27,51,20,4
128,17,27,51,21,4
128,17,27,51,22,4
128,17,27,51,23,4
128,17,27,51,24,4
128,17,27,51,25,4
128,17,27,51,26,4
128,17,27,51,27,4
128,17,27,51,28,4
128,17,27,51,29,4
128,17,27,51,30,4
128,17,27,51,31,4
128,17,27,51,32,4
128,17,27,52,1,4
128,17,27,52,2,4
128,17,27,52,3,4
128,17,27,52,4,4
128,17,27,52,5,4
128,17,27,52,6,4
128,17,27,52,7,4
128,17,27,52,8,4
128,17,27,52,9,4
128,17,27,52,10,4
128,17,27,52,11,4
128,17,27,52,12,4
128,17,27,52,13,4
128,17,27,52,14,4
128,17,27,52,15,4
128,17,27,52,16,4
128,17,27,52,17,4
128,17,27,52,18,4
128,17,27,52,19,4
128,17,27,52,20,4
128,17,27,52,21,4
128,17,27,52,22,4
128,17,27,52,23,4
128,17,27,52,24,4
128,17,27,52,25,4
128,17,27,52,26,4
128,17,27,52,27,4
128,17,27,52,28,4
128,17,27,52,29,4
128,17,27,52,30,4
128,17,27,52,31,4
128,17,27,52,32,4
128,17,27,53,1,4
128,17,27,53,2,4
128,17,27,53,3,4
128,17,27,53,4,4
128,17,27,53,5,4
128,17,27,53,6,4
128,17,27,53,7,4
128,17,27,53,8,4
128,17,27,53,9,4
128,17,27,53,10,4
128,17,27,53,11,4
128,17,27,53,12,4
128,17,27,53,13,4
128,17,27,53,14,4
128,17,27,53,15,4
128,17,27,53,16,4
128,17,27,53,17,4
128,17,27,53,18,4
128,17,27,53,19,4
128,17,27,53,20,4
128,17,27,53,21,4
128,17,27,53,22,4
128,17,27,53,23,4
128,17,27,53,24,4
128,17,27,53,25,4
128,17,27,53,26,4
128,17,27,53,27,4
128,17,27,53,28,4
128,17,27,53,29,4
128,17,27,53,30,4
128,17,27,53,31,4
128,17,27,53,32,4
128,17,28,30,1,5
128,17,28,30,2,5
128,17,28,30,3,5
128,17,28,30,4,5
128,17,28,30,5,5
128,17,28,30,6,5
128,17,28,30,7,5
128,17,28,30,8,5
128,17,28,30,9,5
128,17,28,30,10,5
128,17,28,30,11,5
128,17,28,30,12,5
128,17,28,30,13,5
128,17,28,30,14,5
128,17,28,30,15,5
128,17,28,30,16,5
128,17,28,30,17,5
128,17,28,30,18,5
128,17,28,30,19,5
128,17,28,30,20,5
128,17,28,30,21,5
128,17,28,30,22,5
128,17,28,30,23,5
128,17,28,30,24,5
128,17,28,30,25,5
128,17,28,30,26,5
128,17,28,30,27,5
128,17,28,30,28,5
128,17,28,30,29,5
128,17,28,30,30,5
128,17,28,30,31,5
128,17,28,30,32,5
128,17,28,31,1,5
128,17,28,31,2,5
128,17,28,31,3,5
128,17,28,31,4,5
128,17,28,31,5,5
128,17,28,31,6,5
128,17,28,31,7,5
128,17,28,31,8,5
128,17,28,31,9,5
128,17,28,31,10,5
128,17,28,31,11,5
128,17,28,31,12,5
128,17,28,31,13,5
128,17,28,31,14,5
128,17,28,31,15,5
128,17,28,31,16,5
128,17,28,31,17,5
128,17,28,31,18,5
128,17,28,31,19,5
128,17,28,31,20,5
128,17,28,31,21,5
128,17,28,31,22,5
128,17,28,31,23,5
128,17,28,31,24,5
128,17,28,31,25,5
128,17,28,31,26,5
128,17,28,31,27,5
128,17,28,31,28,5
128,17,28,31,29,5
128,17,28,31,30,5
128,17,28,31,31,5
128,17,28,31,32,5
128,17,28,32,1,5
128,17,28,32,2,5
128,17,28,32,3,5
128,17,28,32,4,5
128,17,28,32,5,5
128,17,28,32,6,5
128,17,28,32,7,5
128,17,28,32,8,5
128,17,28,32,9,5
128,17,28,32,10,5
128,17,28,32,11,5
128,17,28,32,12,5
128,17,28,32,13,5
128,17,28,32,14,5
128,17,28,32,15,5
128,17,28,32,16,5
128,17,28,32,17,5
128,17,28,32,18,5
128,17,28,32,19,5
128,17,28,32,20,5
128,17,28,32,21,5
128,17,28,32,22,5
128,17,28,32,23,5
128,17,28,32,24,5
128,17,28,32,25,5
128,17,28,32,26,5
128,17,28,32,27,5
128,17,28,32,28,5
128,17,28,32,29,5
128,17,28,32,30,5
128,17,28,32,31,5
128,17,28,32,32,5
128,17,28,33,1,5
128,17,28,33,2,5
128,17,28,33,3,5
128,17,28,33,4,5
128,17,28,33,5,5
128,17,28,33,6,5
128,17,28,33,7,5
128,17,28,33,8,5
128,17,28,33,9,5
128,17,28,33,10,5
128,17,28,33,11,5
128,17,28,33,12,5
128,17,28,33,13,5
128,17,28,33,14,5
128,17,28,33,15,5
128,17,28,33,16,5
128,17,28,33,17,5
128,17,28,33,18,5
128,17,28,33,19,5
128,17,28,33,20,5
128,17,28,33,21,5
128,17,28,33,22,5
128,17,28,33,23,5
128,17,28,33,24,5
128,17,28,33,25,5
128,17,28,33,26,5
128,17,28,33,27,5
128,17,28,33,28,5
128,17,28,33,29,5
128,17,28,33,30,5
128,17,28,33,31,5
128,17,28,33,32,5
128,17,28,34,1,5
128,17,28,34,2,5
128,17,28,34,3,5
128,17,28,34,4,5
128,17,28,34,5,5
128,17,28,34,6,5
128,17,28,34,7,5
128,17,28,34,8,5
128,17,28,34,9,5
128,17,28,34,10,5
128,17,28,34,11,5
128,17,28,34,12,5
128,17,28,34,13,5
128,17,28,34,14,5
128,17,28,34,15,5
128,17,28,34,16,5
128,17,28,34,17,5
128,17,28,34,18,5
128,17,28,34,19,5
128,17,28,34,20,5
128,17,28,34,21,5
128,17,28,34,22,5
128,17,28,34,23,5
128,17,28,34,24,5
128,17,28,34,25,5
128,17,28,34,26,5
128,17,28,34,27,5
128,17,28,34,28,5
128,17,28,34,29,5
128,17,28,34,30,5
128,17,28,34,31,5
128,17,28,34,32,5
128,17,28,35,1,5
128,17,28,35,2,5
128,17,28,35,3,5
128,17,28,35,4,5
128,17,28,35,5,5
128,17,28,35,6,5
128,17,28,35,7,5
128,17,28,35,8,5
128,17,28,35,9,5
128,17,28,35,10,5
128,17,28,35,11,5
128,17,28,35,12,5
128,17,28,35,13,5
128,17,28,35,14,5
128,17,28,35,15,5
128,17,28,35,16,5
128,17,28,35,17,5
128,17,28,35,18,5
128,17,28,35,19,5
128,17,28,35,20,5
128,17,28,35,21,5
128,17,28,35,22,5
128,17,28,35,23,5
128,17,28,35,24,5
128,17,28,35,25,5
128,17,28,35,26,5
128,17,28,35,27,5
128,17,28,35,28,5
128,17,28,35,29,5
128,17,28,35,30,5
128,17,28,35,31,5
128,17,28,35,32,5
128,17,28,36,1,5
128,17,28,36,2,5
128,17,28,36,3,5
128,17,28,36,4,5
128,17,28,36,5,5
128,17,28,36,6,5
128,17,28,36,7,5
128,17,28,36,8,5
128,17,28,36,9,5
128,17,28,36,10,5
128,17,28,36,11,5
128,17,28,36,12,5
128,17,28,36,13,5
128,17,28,36,14,5
128,17,28,36,15,5
128,17,28,36,16,5
128,17,28,36,17,5
128,17,28,36,18,5
128,17,28,36,19,5
128,17,28,36,20,5
128,17,28,36,21,5
128,17,28,36,22,5
128,17,28,36,23,5
128,17,28,36,24,5
128,17,28,36,25,5
128,17,28,36,26,5
128,17,28,36,27,5
128,17,28,36,28,5
128,17,28,36,29,5
128,17,28,36,30,5
128,17,28,36,31,5
128,17,28,36,32,5
128,17,28,37,1,5
128,17,28,37,2,5
128,17,28,37,3,5
128,17,28,37,4,5
128,17,28,37,5,5
128,17,28,37,6,5
128,17,28,37,7,5
128,17,28,37,8,5
128,17,28,37,9,5
128,17,28,37,10,5
128,17,28,37,11,5
128,17,28,37,12,5
128,17,28,37,13,5
128,17,28,37,14,5
128,17,28,37,15,5
128,17,28,37,16,5
128,17,28,37,17,5
128,17,28,37,18,5
128,17,28,37,19,5
128,17,28,37,20,5
128,17,28,37,21,5
128,17,28,37,22,5
128,17,28,37,23,5
128,17,28,37,24,5
128,17,28,37,25,5
128,17,28,37,26,5
128,17,28,37,27,5
128,17,28,37,28,5
128,17,28,37,29,5
128,17,28,37,30,5
128,17,28,37,31,5
128,17,28,37,32,5
128,17,28,38,1,5
128,17,28,38,2,5
128,17,28,38,3,5
128,17,28,38,4,5
128,17,28,38,5,5
128,17,28,38,6,5
128,17,28,38,7,5
128,17,28,38,8,5
128,17,28,38,9,5
128,17,28,38,10,5
128,17,28,38,11,5
128,17,28,38,12,5
128,17,28,38,13,5
128,17,28,38,14,5
128,17,28,38,15,5
128,17,28,38,16,5
128,17,28,38,17,5
128,17,28,38,18,5
128,17,28,38,19,5
128,17,28,38,20,5
128,17,28,38,21,5
128,17,28,38,22,5
128,17,28,38,23,5
128,17,28,38,24,5
128,17,28,38,25,5
128,17,28,38,26,5
128,17,28,38,27,5
128,17,28,38,28,5
128,17,28,38,29,5
128,17,28,38,30,5
128,17,28,38,31,5
128,17,28,38,32,5
128,17,28,39,1,5
128,17,28,39,2,5
128,17,28,39,3,5
128,17,28,39,4,5
128,17,28,39,5,5
128,17,28,39,6,5
128,17,28,39,7,5
128,17,28,39,8,5
128,17,28,39,9,5
128,17,28,39,10,5
128,17,28,39,11,5
128,17,28,39,12,5
128,17,28,39,13,5
128,17,28,39,14,5
128,17,28,39,15,5
128,17,28,39,16,5
128,17,28,39,17,5
128,17,28,39,18,5
128,17,28,39,19,5
128,17,28,39,20,5
128,17,28,39,21,5
128,17,28,39,22,5
128,17,28,39,23,5
128,17,28,39,24,5
128,17,28,39,25,5
128,17,28,39,26,5
128,17,28,39,27,5
128,17,28,39,28,5
128,17,28,39,29,5
128,17,28,39,30,5
128,17,28,39,31,5
128,17,28,39,32,5
128,17,28,40,1,5
128,17,28,40,2,5
128,17,28,40,3,5
128,17,28,40,4,5
128,17,28,40,5,5
128,17,28,40,6,5
128,17,28,40,7,5
128,17,28,40,8,5
128,17,28,40,9,5
128,17,28,40,10,5
128,17,28,40,11,5
128,17,28,40,12,5
128,17,28,40,13,5
128,17,28,40,14,5
128,17,28,40,15,5
128,17,28,40,16,5
128,17,28,40,17,5
128,17,28,40,18,5
128,17,28,40,19,5
128,17,28,40,20,5
128,17,28,40,21,5
128,17,28,40,22,5
128,17,28,40,23,5
128,17,28,40,24,5
128,17,28,40,25,5
128,17,28,40,26,5
128,17,28,40,27,5
128,17,28,40,28,5
128,17,28,40,29,5
128,17,28,40,30,5
128,17,28,40,31,5
128,17,28,40,32,5
128,17,28,41,1,5
128,17,28,41,2,5
128,17,28,41,3,5
128,17,28,41,4,5
128,17,28,41,5,5
128,17,28,41,6,5
128,17,28,41,7,5
128,17,28,41,8,5
128,17,28,41,9,5
128,17,28,41,10,5
128,17,28,41,11,5
128,17,28,41,12,5
128,17,28,41,13,5
128,17,28,41,14,5
128,17,28,41,15,5
128,17,28,41,16,5
128,17,28,41,17,5
128,17,28,41,18,5
128,17,28,41,19,5
128,17,28,41,20,5
128,17,28,41,21,5
128,17,28,41,22,5
128,17,28,41,23,5
128,17,28,41,24,5
128,17,28,41,25,5
128,17,28,41,26,5
128,17,28,41,27,5
128,17,28,41,28,5
128,17,28,41,29,5
128,17,28,41,30,5
128,17,28,41,31,5
128,17,28,41,32,5
128,17,28,42,1,5
128,17,28,42,2,5
128,17,28,42,3,5
128,17,28,42,4,5
128,17,28,42,5,5
128,17,28,42,6,5
128,17,28,42,7,5
128,17,28,42,8,5
128,17,28,42,9,5
128,17,28,42,10,5
128,17,28,42,11,5
128,17,28,42,12,5
128,17,28,42,13,5
128,17,28,42,14,5
128,17,28,42,15,5
128,17,28,42,16,5
128,17,28,42,17,5
128,17,28,42,18,5
128,17,28,42,19,5
128,17,28,42,20,5
128,17,28,42,21,5
128,17,28,42,22,5
128,17,28,42,23,5
128,17,28,42,24,5
128,17,28,42,25,5
128,17,28,42,26,5
128,17,28,42,27,5
128,17,28,42,28,5
128,17,28,42,29,5
128,17,28,42,30,5
128,17,28,42,31,5
128,17,28,42,32,5
128,17,28,43,1,5
128,17,28,43,2,5
128,17,28,43,3,5
128,17,28,43,4,5
128,17,28,43,5,5
128,17,28,43,6,5
128,17,28,43,7,5
128,17,28,43,8,5
128,17,28,43,9,5
128,17,28,43,10,5
128,17,28,43,11,5
128,17,28,43,12,5
128,17,28,43,13,5
128,17,28,43,14,5
128,17,28,43,15,5
128,17,28,43,16,5
128,17,28,43,17,5
128,17,28,43,18,5
128,17,28,43,19,5
128,17,28,43,20,5
128,17,28,43,21,5
128,17,28,43,22,5
128,17,28,43,23,5
128,17,28,43,24,5
128,17,28,43,25,5
128,17,28,43,26,5
128,17,28,43,27,5
128,17,28,43,28,5
128,17,28,43,29,5
128,17,28,43,30,5
128,17,28,43,31,5
128,17,28,43,32,5
128,17,28,44,1,5
128,17,28,44,2,5
128,17,28,44,3,5
128,17,28,44,4,5
128,17,28,44,5,5
128,17,28,44,6,5
128,17,28,44,7,5
128,17,28,44,8,5
128,17,28,44,9,5
128,17,28,44,10,5
128,17,28,44,11,5
128,17,28,44,12,5
128,17,28,44,13,5
128,17,28,44,14,5
128,17,28,44,15,5
128,17,28,44,16,5
128,17,28,44,17,5
128,17,28,44,18,5
128,17,28,44,19,5
128,17,28,44,20,5
128,17,28,44,21,5
128,17,28,44,22,5
128,17,28,44,23,5
128,17,28,44,24,5
128,17,28,44,25,5
128,17,28,44,26,5
128,17,28,44,27,5
128,17,28,44,28,5
128,17,28,44,29,5
128,17,28,44,30,5
128,17,28,44,31,5
128,17,28,44,32,5
128,17,28,45,1,5
128,17,28,45,2,5
128,17,28,45,3,5
128,17,28,45,4,5
128,17,28,45,5,5
128,17,28,45,6,5
128,17,28,45,7,5
128,17,28,45,8,5
128,17,28,45,9,5
128,17,28,45,10,5
128,17,28,45,11,5
128,17,28,45,12,5
128,17,28,45,13,5
128,17,28,45,14,5
128,17,28,45,15,5
128,17,28,45,16,5
128,17,28,45,17,5
128,17,28,45,18,5
128,17,28,45,19,5
128,17,28,45,20,5
128,17,28,45,21,5
128,17,28,45,22,5
128,17,28,45,23,5
128,17,28,45,24,5
128,17,28,45,25,5
128,17,28,45,26,5
128,17,28,45,27,5
128,17,28,45,28,5
128,17,28,45,29,5
128,17,28,45,30,5
128,17,28,45,31,5
128,17,28,45,32,5
128,17,28,46,1,5
128,17,28,46,2,5
128,17,28,46,3,5
128,17,28,46,4,5
128,17,28,46,5,5
128,17,28,46,6,5
128,17,28,46,7,5
128,17,28,46,8,5
128,17,28,46,9,5
128,17,28,46,10,5
128,17,28,46,11,5
128,17,28,46,12,5
128,17,28,46,13,5
128,17,28,46,14,5
128,17,28,46,15,5
128,17,28,46,16,5
128,17,28,46,17,5
128,17,28,46,18,5
128,17,28,46,19,5
128,17,28,46,20,5
128,17,28,46,21,5
128,17,28,46,22,5
128,17,28,46,23,5
128,17,28,46,24,5
128,17,28,46,25,5
128,17,28,46,26,5
128,17,28,46,27,5
128,17,28,46,28,5
128,17,28,46,29,5
128,17,28,46,30,5
128,17,28,46,31,5
128,17,28,46,32,5
128,17,28,47,1,5
128,17,28,47,2,5
128,17,28,47,3,5
128,17,28,47,4,5
128,17,28,47,5,5
128,17,28,47,6,5
128,17,28,47,7,5
128,17,28,47,8,5
128,17,28,47,9,5
128,17,28,47,10,5
128,17,28,47,11,5
128,17,28,47,12,5
128,17,28,47,13,5
128,17,28,47,14,5
128,17,28,47,15,5
128,17,28,47,16,5
128,17,28,47,17,5
128,17,28,47,18,5
128,17,28,47,19,5
128,17,28,47,20,5
128,17,28,47,21,5
128,17,28,47,22,5
128,17,28,47,23,5
128,17,28,47,24,5
128,17,28,47,25,5
128,17,28,47,26,5
128,17,28,47,27,5
128,17,28,47,28,5
128,17,28,47,29,5
128,17,28,47,30,5
128,17,28,47,31,5
128,17,28,47,32,5
128,17,28,48,1,5
128,17,28,48,2,5
128,17,28,48,3,5
128,17,28,48,4,5
128,17,28,48,5,5
128,17,28,48,6,5
128,17,28,48,7,5
128,17,28,48,8,5
128,17,28,48,9,5
128,17,28,48,10,5
128,17,28,48,11,5
128,17,28,48,12,5
128,17,28,48,13,5
128,17,28,48,14,5
128,17,28,48,15,5
128,17,28,48,16,5
128,17,28,48,17,5
128,17,28,48,18,5
128,17,28,48,19,5
128,17,28,48,20,5
128,17,28,48,21,5
128,17,28,48,22,5
128,17,28,48,23,5
128,17,28,48,24,5
128,17,28,48,25,5
128,17,28,48,26,5
128,17,28,48,27,5
128,17,28,48,28,5
128,17,28,48,29,5
128,17,28,48,30,5
128,17,28,48,31,5
128,17,28,48,32,5
128,17,28,49,1,5
128,17,28,49,2,5
128,17,28,49,3,5
128,17,28,49,4,5
128,17,28,49,5,5
128,17,28,49,6,5
128,17,28,49,7,5
128,17,28,49,8,5
128,17,28,49,9,5
128,17,28,49,10,5
128,17,28,49,11,5
128,17,28,49,12,5
128,17,28,49,13,5
128,17,28,49,14,5
128,17,28,49,15,5
128,17,28,49,16,5
128,17,28,49,17,5
128,17,28,49,18,5
128,17,28,49,19,5
128,17,28,49,20,5
128,17,28,49,21,5
128,17,28,49,22,5
128,17,28,49,23,5
128,17,28,49,24,5
128,17,28,49,25,5
128,17,28,49,26,5
128,17,28,49,27,5
128,17,28,49,28,5
128,17,28,49,29,5
128,17,28,49,30,5
128,17,28,49,31,5
128,17,28,49,32,5
128,17,28,50,1,5
128,17,28,50,2,5
128,17,28,50,3,5
128,17,28,50,4,5
128,17,28,50,5,5
128,17,28,50,6,5
128,17,28,50,7,5
128,17,28,50,8,5
128,17,28,50,9,5
128,17,28,50,10,5
128,17,28,50,11,5
128,17,28,50,12,5
128,17,28,50,13,5
128,17,28,50,14,5
128,17,28,50,15,5
128,17,28,50,16,5
128,17,28,50,17,5
128,17,28,50,18,5
128,17,28,50,19,5
128,17,28,50,20,5
128,17,28,50,21,5
128,17,28,50,22,5
128,17,28,50,23,5
128,17,28,50,24,5
128,17,28,50,25,5
128,17,28,50,26,5
128,17,28,50,27,5
128,17,28,50,28,5
128,17,28,50,29,5
128,17,28,50,30,5
128,17,28,50,31,5
128,17,28,50,32,5
128,17,28,51,1,5
128,17,28,51,2,5
128,17,28,51,3,5
128,17,28,51,4,5
128,17,28,51,5,5
128,17,28,51,6,5
128,17,28,51,7,5
128,17,28,51,8,5
128,17,28,51,9,5
128,17,28,51,10,5
128,17,28,51,11,5
128,17,28,51,12,5
128,17,28,51,13,5
128,17,28,51,14,5
128,17,28,51,15,5
128,17,28,51,16,5
128,17,28,51,17,5
128,17,28,51,18,5
128,17,28,51,19,5
128,17,28,51,20,5
128,17,28,51,21,5
128,17,28,51,22,5
