lambda,log2_N,log2_delta,q0,L,log2_precision
128,15,45,51,11,24
128,15,45,51,12,24
128,15,45,51,13,24
128,15,45,51,14,24
128,15,45,51,15,24
128,15,45,51,16,24
128,15,45,52,1,24
128,15,45,52,2,24
128,15,45,52,3,24
128,15,45,52,4,24
128,15,45,52,5,24
128,15,45,52,6,24
128,15,45,52,7,24
128,15,45,52,8,24
128,15,45,52,9,24
128,15,45,52,10,24
128,15,45,52,11,24
128,15,45,52,12,24
128,15,45,52,13,24
128,15,45,52,14,24
128,15,45,52,15,24
128,15,45,52,16,24
128,15,45,53,1,24
128,15,45,53,2,24
128,15,45,53,3,24
128,15,45,53,4,24
128,15,45,53,5,24
128,15,45,53,6,24
128,15,45,53,7,24
128,15,45,53,8,24
128,15,45,53,9,24
128,15,45,53,10,24
128,15,45,53,11,24
128,15,45,53,12,24
128,15,45,53,13,24
128,15,45,53,14,24
128,15,45,53,15,24
128,15,45,53,16,24
128,15,45,54,1,24
128,15,45,54,2,24
128,15,45,54,3,24
128,15,45,54,4,24
128,15,45,54,5,24
128,15,45,54,6,24
128,15,45,54,7,24
128,15,45,54,8,24
128,15,45,54,9,24
128,15,45,54,10,24
128,15,45,54,11,24
128,15,45,54,12,24
128,15,45,54,13,24
128,15,45,54,14,24
128,15,45,54,15,24
128,15,45,54,16,24
128,15,45,55,1,24
128,15,45,55,2,24
128,15,45,55,3,24
128,15,45,55,4,24
128,15,45,55,5,24
128,15,45,55,6,24
128,15,45,55,7,24
128,15,45,55,8,24
128,15,45,55,9,24
128,15,45,55,10,24
128,15,45,55,11,24
128,15,45,55,12,24
128,15,45,55,13,24
128,15,45,55,14,24
128,15,45,55,15,24
128,15,45,55,16,24
128,15,45,56,1,24
128,15,45,56,2,24
128,15,45,56,3,24
128,15,45,56,4,24
128,15,45,56,5,24
128,15,45,56,6,24
128,15,45,56,7,24
128,15,45,56,8,24
128,15,45,56,9,24
128,15,45,56,10,24
128,15,45,56,11,24
128,15,45,56,12,24
128,15,45,56,13,24
128,15,45,56,14,24
128,15,45,56,15,24
128,15,45,56,16,24
128,15,45,57,1,24
128,15,45,57,2,24
128,15,45,57,3,24
128,15,45,57,4,24
128,15,45,57,5,24
128,15,45,57,6,24
128,15,45,57,7,24
128,15,45,57,8,24
128,15,45,57,9,24
128,15,45,57,10,24
128,15,45,57,11,24
128,15,45,57,12,24
128,15,45,57,13,24
128,15,45,57,14,24
128,15,45,57,15,24
128,15,45,57,16,24
128,15,45,58,1,24
128,15,45,58,2,24
128,15,45,58,3,24
128,15,45,58,4,24
128,15,45,58,5,24
128,15,45,58,6,24
128,15,45,58,7,24
128,15,45,58,8,24
128,15,45,58,9,24
128,15,45,58,10,24
128,15,45,58,11,24
128,15,45,58,12,24
128,15,45,58,13,24
128,15,45,58,14,24
128,15,45,58,15,24
128,15,45,58,16,24
128,15,45,59,1,24
128,15,45,59,2,24
128,15,45,59,3,24
128,15,45,59,4,24
128,15,45,59,5,24
128,15,45,59,6,24
128,15,45,59,7,24
128,15,45,59,8,24
128,15,45,59,9,24
128,15,45,59,10,24
128,15,45,59,11,24
128,15,45,59,12,24
128,15,45,59,13,24
128,15,45,59,14,24
128,15,45,59,15,24
128,15,45,59,16,24
128,15,45,60,1,24
128,15,45,60,2,24
128,15,45,60,3,24
128,15,45,60,4,24
128,15,45,60,5,24
128,15,45,60,6,24
128,15,45,60,7,24
128,15,45,60,8,24
128,15,45,60,9,24
128,15,45,60,10,24
128,15,45,60,11,24
128,15,45,60,12,24
128,15,45,60,13,24
128,15,45,60,14,24
128,15,45,60,15,24
128,15,45,60,16,24
128,15,46,48,1,25
128,15,46,48,2,25
128,15,46,48,3,25
128,15,46,48,4,25
128,15,46,48,5,25
128,15,46,48,6,25
128,15,46,48,7,25
128,15,46,48,8,25
128,15,46,48,9,25
128,15,46,48,10,25
128,15,46,48,11,25
128,15,46,48,12,25
128,15,46,48,13,25
128,15,46,48,14,25
128,15,46,48,15,25
128,15,46,48,16,25
128,15,46,49,1,25
128,15,46,49,2,25
128,15,46,49,3,25
128,15,46,49,4,25
128,15,46,49,5,25
128,15,46,49,6,25
128,15,46,49,7,25
128,15,46,49,8,25
128,15,46,49,9,25
128,15,46,49,10,25
128,15,46,49,11,25
128,15,46,49,12,25
128,15,46,49,13,25
128,15,46,49,14,25
128,15,46,49,15,25
128,15,46,49,16,25
128,15,46,50,1,25
128,15,46,50,2,25
128,15,46,50,3,25
128,15,46,50,4,25
128,15,46,50,5,25
128,15,46,50,6,25
128,15,46,50,7,25
128,15,46,50,8,25
128,15,46,50,9,25
128,15,46,50,10,25
128,15,46,50,11,25
128,15,46,50,12,25
128,15,46,50,13,25
128,15,46,50,14,25
128,15,46,50,15,25
128,15,46,50,16,25
128,15,46,51,1,25
128,15,46,51,2,25
128,15,46,51,3,25
128,15,46,51,4,25
128,15,46,51,5,25
128,15,46,51,6,25
128,15,46,51,7,25
128,15,46,51,8,25
128,15,46,51,9,25
128,15,46,51,10,25
128,15,46,51,11,25
128,15,46,51,12,25
128,15,46,51,13,25
128,15,46,51,14,25
128,15,46,51,15,25
128,15,46,51,16,25
128,15,46,52,1,25
128,15,46,52,2,25
128,15,46,52,3,25
128,15,46,52,4,25
128,15,46,52,5,25
128,15,46,52,6,25
128,15,46,52,7,25
128,15,46,52,8,25
128,15,46,52,9,25
128,15,46,52,10,25
128,15,46,52,11,25
128,15,46,52,12,25
128,15,46,52,13,25
128,15,46,52,14,25
128,15,46,52,15,25
128,15,46,52,16,25
128,15,46,53,1,25
128,15,46,53,2,25
128,15,46,53,3,25
128,15,46,53,4,25
128,15,46,53,5,25
128,15,46,53,6,25
128,15,46,53,7,25
128,15,46,53,8,25
128,15,46,53,9,25
128,15,46,53,10,25
128,15,46,53,11,25
128,15,46,53,12,25
128,15,46,53,13,25
128,15,46,53,14,25
128,15,46,53,15,25
128,15,46,53,16,25
128,15,46,54,1,25
128,15,46,54,2,25
128,15,46,54,3,25
128,15,46,54,4,25
128,15,46,54,5,25
128,15,46,54,6,25
128,15,46,54,7,25
128,15,46,54,8,25
128,15,46,54,9,25
128,15,46,54,10,25
128,15,46,54,11,25
128,15,46,54,12,25
128,15,46,54,13,25
128,15,46,54,14,25
128,15,46,54,15,25
128,15,46,54,16,25
128,15,46,55,1,25
128,15,46,55,2,25
128,15,46,55,3,25
128,15,46,55,4,25
128,15,46,55,5,25
128,15,46,55,6,25
128,15,46,55,7,25
128,15,46,55,8,25
128,15,46,55,9,25
128,15,46,55,10,25
128,15,46,55,11,25
128,15,46,55,12,25
128,15,46,55,13,25
128,15,46,55,14,25
128,15,46,55,15,25
128,15,46,55,16,25
128,15,46,56,1,25
128,15,46,56,2,25
128,15,46,56,3,25
128,15,46,56,4,25
128,15,46,56,5,25
128,15,46,56,6,25
128,15,46,56,7,25
128,15,46,56,8,25
128,15,46,56,9,25
128,15,46,56,10,25
128,15,46,56,11,25
128,15,46,56,12,25
128,15,46,56,13,25
128,15,46,56,14,25
128,15,46,56,15,25
128,15,46,56,16,25
128,15,46,57,1,25
128,15,46,57,2,25
128,15,46,57,3,25
128,15,46,57,4,25
128,15,46,57,5,25
128,15,46,57,6,25
128,15,46,57,7,25
128,15,46,57,8,25
128,15,46,57,9,25
128,15,46,57,10,25
128,15,46,57,11,25
128,15,46,57,12,25
128,15,46,57,13,25
128,15,46,57,14,25
128,15,46,57,15,25
128,15,46,57,16,25
128,15,46,58,1,25
128,15,46,58,2,25
128,15,46,58,3,25
128,15,46,58,4,25
128,15,46,58,5,25
128,15,46,58,6,25
128,15,46,58,7,25
128,15,46,58,8,25
128,15,46,58,9,25
128,15,46,58,10,25
128,15,46,58,11,25
128,15,46,58,12,25
128,15,46,58,13,25
128,15,46,58,14,25
128,15,46,58,15,25
128,15,46,59,1,25
128,15,46,59,2,25
128,15,46,59,3,25
128,15,46,59,4,25
128,15,46,59,5,25
128,15,46,59,6,25
128,15,46,59,7,25
128,15,46,59,8,25
128,15,46,59,9,25
128,15,46,59,10,25
128,15,46,59,11,25
128,15,46,59,12,25
128,15,46,59,13,25
128,15,46,59,14,25
128,15,46,59,15,25
128,15,46,60,1,25
128,15,46,60,2,25
128,15,46,60,3,25
128,15,46,60,4,25
128,15,46,60,5,25
128,15,46,60,6,25
128,15,46,60,7,25
128,15,46,60,8,25
128,15,46,60,9,25
128,15,46,60,10,25
128,15,46,60,11,25
128,15,46,60,12,25
128,15,46,60,13,25
128,15,46,60,14,25
128,15,46,60,15,25
128,15,47,49,1,26
128,15,47,49,2,26
128,15,47,49,3,26
128,15,47,49,4,26
128,15,47,49,5,26
128,15,47,49,6,26
128,15,47,49,7,26
128,15,47,49,8,26
128,15,47,49,9,26
128,15,47,49,10,26
128,15,47,49,11,26
128,15,47,49,12,26
128,15,47,49,13,26
128,15,47,49,14,26
128,15,47,49,15,26
128,15,47,50,1,26
128,15,47,50,2,26
128,15,47,50,3,26
128,15,47,50,4,26
128,15,47,50,5,26
128,15,47,50,6,26
128,15,47,50,7,26
128,15,47,50,8,26
128,15,47,50,9,26
128,15,47,50,10,26
128,15,47,50,11,26
128,15,47,50,12,26
128,15,47,50,13,26
128,15,47,50,14,26
128,15,47,50,15,26
128,15,47,51,1,26
128,15,47,51,2,26
128,15,47,51,3,26
128,15,47,51,4,26
128,15,47,51,5,26
128,15,47,51,6,26
128,15,47,51,7,26
128,15,47,51,8,26
128,15,47,51,9,26
128,15,47,51,10,26
128,15,47,51,11,26
128,15,47,51,12,26
128,15,47,51,13,26
128,15,47,51,14,26
128,15,47,51,15,26
128,15,47,52,1,26
128,15,47,52,2,26
128,15,47,52,3,26
128,15,47,52,4,26
128,15,47,52,5,26
128,15,47,52,6,26
128,15,47,52,7,26
128,15,47,52,8,26
128,15,47,52,9,26
128,15,47,52,10,26
128,15,47,52,11,26
128,15,47,52,12,26
128,15,47,52,13,26
128,15,47,52,14,26
128,15,47,52,15,26
128,15,47,53,1,26
128,15,47,53,2,26
128,15,47,53,3,26
128,15,47,53,4,26
128,15,47,53,5,26
128,15,47,53,6,26
128,15,47,53,7,26
128,15,47,53,8,26
128,15,47,53,9,26
128,15,47,53,10,26
128,15,47,53,11,26
128,15,47,53,12,26
128,15,47,53,13,26
128,15,47,53,14,26
128,15,47,53,15,26
128,15,47,54,1,26
128,15,47,54,2,26
128,15,47,54,3,26
128,15,47,54,4,26
128,15,47,54,5,26
128,15,47,54,6,26
128,15,47,54,7,26
128,15,47,54,8,26
128,15,47,54,9,26
128,15,47,54,10,26
128,15,47,54,11,26
128,15,47,54,12,26
128,15,47,54,13,26
128,15,47,54,14,26
128,15,47,54,15,26
128,15,47,55,1,26
128,15,47,55,2,26
128,15,47,55,3,26
128,15,47,55,4,26
128,15,47,55,5,26
128,15,47,55,6,26
128,15,47,55,7,26
128,15,47,55,8,26
128,15,47,55,9,26
128,15,47,55,10,26
128,15,47,55,11,26
128,15,47,55,12,26
128,15,47,55,13,26
128,15,47,55,14,26
128,15,47,55,15,26
128,15,47,56,1,26
128,15,47,56,2,26
128,15,47,56,3,26
128,15,47,56,4,26
128,15,47,56,5,26
128,15,47,56,6,26
128,15,47,56,7,26
128,15,47,56,8,26
128,15,47,56,9,26
128,15,47,56,10,26
128,15,47,56,11,26
128,15,47,56,12,26
128,15,47,56,13,26
128,15,47,56,14,26
128,15,47,56,15,26
128,15,47,57,1,26
128,15,47,57,2,26
128,15,47,57,3,26
128,15,47,57,4,26
128,15,47,57,5,26
128,15,47,57,6,26
128,15,47,57,7,26
128,15,47,57,8,26
128,15,47,57,9,26
128,15,47,57,10,26
128,15,47,57,11,26
128,15,47,57,12,26
128,15,47,57,13,26
128,15,47,57,14,26
128,15,47,57,15,26
128,15,47,58,1,26
128,15,47,58,2,26
128,15,47,58,3,26
128,15,47,58,4,26
128,15,47,58,5,26
128,15,47,58,6,26
128,15,47,58,7,26
128,15,47,58,8,26
128,15,47,58,9,26
128,15,47,58,10,26
128,15,47,58,11,26
128,15,47,58,12,26
128,15,47,58,13,26
128,15,47,58,14,26
128,15,47,58,15,26
128,15,47,59,1,26
128,15,47,59,2,26
128,15,47,59,3,26
128,15,47,59,4,26
128,15,47,59,5,26
128,15,47,59,6,26
128,15,47,59,7,26
128,15,47,59,8,26
128,15,47,59,9,26
128,15,47,59,10,26
128,15,47,59,11,26
128,15,47,59,12,26
128,15,47,59,13,26
128,15,47,59,14,26
128,15,47,59,15,26
128,15,47,60,1,26
128,15,47,60,2,26
128,15,47,60,3,26
128,15,47,60,4,26
128,15,47,60,5,26
128,15,47,60,6,26
128,15,47,60,7,26
128,15,47,60,8,26
128,15,47,60,9,26
128,15,47,60,10,26
128,15,47,60,11,26
128,15,47,60,12,26
128,15,47,60,13,26
128,15,47,60,14,26
128,15,47,60,15,26
128,15,48,50,1,27
128,15,48,50,2,27
128,15,48,50,3,27
128,15,48,50,4,27
128,15,48,50,5,27
128,15,48,50,6,27
128,15,48,50,7,27
128,15,48,50,8,27
128,15,48,50,9,27
128,15,48,50,10,27
128,15,48,50,11,27
128,15,48,50,12,27
128,15,48,50,13,27
128,15,48,50,14,27
128,15,48,50,15,27
128,15,48,51,1,27
128,15,48,51,2,27
128,15,48,51,3,27
128,15,48,51,4,27
128,15,48,51,5,27
128,15,48,51,6,27
128,15,48,51,7,27
128,15,48,51,8,27
128,15,48,51,9,27
128,15,48,51,10,27
128,15,48,51,11,27
128,15,48,51,12,27
128,15,48,51,13,27
128,15,48,51,14,27
128,15,48,51,15,27
128,15,48,52,1,27
128,15,48,52,2,27
128,15,48,52,3,27
128,15,48,52,4,27
128,15,48,52,5,27
128,15,48,52,6,27
128,15,48,52,7,27
128,15,48,52,8,27
128,15,48,52,9,27
128,15,48,52,10,27
128,15,48,52,11,27
128,15,48,52,12,27
128,15,48,52,13,27
128,15,48,52,14,27
128,15,48,52,15,27
128,15,48,53,1,27
128,15,48,53,2,27
128,15,48,53,3,27
128,15,48,53,4,27
128,15,48,53,5,27
128,15,48,53,6,27
128,15,48,53,7,27
128,15,48,53,8,27
128,15,48,53,9,27
128,15,48,53,10,27
128,15,48,53,11,27
128,15,48,53,12,27
128,15,48,53,13,27
128,15,48,53,14,27
128,15,48,53,15,27
128,15,48,54,1,27
128,15,48,54,2,27
128,15,48,54,3,27
128,15,48,54,4,27
128,15,48,54,5,27
128,15,48,54,6,27
128,15,48,54,7,27
128,15,48,54,8,27
128,15,48,54,9,27
128,15,48,54,10,27
128,15,48,54,11,27
128,15,48,54,12,27
128,15,48,54,13,27
128,15,48,54,14,27
128,15,48,54,15,27
128,15,48,55,1,27
128,15,48,55,2,27
128,15,48,55,3,27
128,15,48,55,4,27
128,15,48,55,5,27
128,15,48,55,6,27
128,15,48,55,7,27
128,15,48,55,8,27
128,15,48,55,9,27
128,15,48,55,10,27
128,15,48,55,11,27
128,15,48,55,12,27
128,15,48,55,13,27
128,15,48,55,14,27
128,15,48,55,15,27
128,15,48,56,1,27
128,15,48,56,2,27
128,15,48,56,3,27
128,15,48,56,4,27
128,15,48,56,5,27
128,15,48,56,6,27
128,15,48,56,7,27
128,15,48,56,8,27
128,15,48,56,9,27
128,15,48,56,10,27
128,15,48,56,11,27
128,15,48,56,12,27
128,15,48,56,13,27
128,15,48,56,14,27
128,15,48,56,15,27
128,15,48,57,1,27
128,15,48,57,2,27
128,15,48,57,3,27
128,15,48,57,4,27
128,15,48,57,5,27
128,15,48,57,6,27
128,15,48,57,7,27
128,15,48,57,8,27
128,15,48,57,9,27
128,15,48,57,10,27
128,15,48,57,11,27
128,15,48,57,12,27
128,15,48,57,13,27
128,15,48,57,14,27
128,15,48,57,15,27
128,15,48,58,1,27
128,15,48,58,2,27
128,15,48,58,3,27
128,15,48,58,4,27
128,15,48,58,5,27
128,15,48,58,6,27
128,15,48,58,7,27
128,15,48,58,8,27
128,15,48,58,9,27
128,15,48,58,10,27
128,15,48,58,11,27
128,15,48,58,12,27
128,15,48,58,13,27
128,15,48,58,14,27
128,15,48,58,15,27
128,15,48,59,1,27
128,15,48,59,2,27
128,15,48,59,3,27
128,15,48,59,4,27
128,15,48,59,5,27
128,15,48,59,6,27
128,15,48,59,7,27
128,15,48,59,8,27
128,15,48,59,9,27
128,15,48,59,10,27
128,15,48,59,11,27
128,15,48,59,12,27
128,15,48,59,13,27
128,15,48,59,14,27
128,15,48,59,15,27
128,15,48,60,1,27
128,15,48,60,2,27
128,15,48,60,3,27
128,15,48,60,4,27
128,15,48,60,5,27
128,15,48,60,6,27
128,15,48,60,7,27
128,15,48,60,8,27
128,15,48,60,9,27
128,15,48,60,10,27
128,15,48,60,11,27
128,15,48,60,12,27
128,15,48,60,13,27
128,15,48,60,14,27
128,15,48,60,15,27
128,15,49,51,1,28
128,15,49,51,2,28
128,15,49,51,3,28
128,15,49,51,4,28
128,15,49,51,5,28
128,15,49,51,6,28
128,15,49,51,7,28
128,15,49,51,8,28
128,15,49,51,9,28
128,15,49,51,10,28
128,15,49,51,11,28
128,15,49,51,12,28
128,15,49,51,13,28
128,15,49,51,14,28
128,15,49,51,15,28
128,15,49,52,1,28
128,15,49,52,2,28
128,15,49,52,3,28
128,15,49,52,4,28
128,15,49,52,5,28
128,15,49,52,6,28
128,15,49,52,7,28
128,15,49,52,8,28
128,15,49,52,9,28
128,15,49,52,10,28
128,15,49,52,11,28
128,15,49,52,12,28
128,15,49,52,13,28
128,15,49,52,14,28
128,15,49,52,15,28
128,15,49,53,1,28
128,15,49,53,2,28
128,15,49,53,3,28
128,15,49,53,4,28
128,15,49,53,5,28
128,15,49,53,6,28
128,15,49,53,7,28
128,15,49,53,8,28
128,15,49,53,9,28
128,15,49,53,10,28
128,15,49,53,11,28
128,15,49,53,12,28
128,15,49,53,13,28
128,15,49,53,14,28
128,15,49,53,15,28
128,15,49,54,1,28
128,15,49,54,2,28
128,15,49,54,3,28
128,15,49,54,4,28
128,15,49,54,5,28
128,15,49,54,6,28
128,15,49,54,7,28
128,15,49,54,8,28
128,15,49,54,9,28
128,15,49,54,10,28
128,15,49,54,11,28
128,15,49,54,12,28
128,15,49,54,13,28
128,15,49,54,14,28
128,15,49,54,15,28
128,15,49,55,1,28
128,15,49,55,2,28
128,15,49,55,3,28
128,15,49,55,4,28
128,15,49,55,5,28
128,15,49,55,6,28
128,15,49,55,7,28
128,15,49,55,8,28
128,15,49,55,9,28
128,15,49,55,10,28
128,15,49,55,11,28
128,15,49,55,12,28
128,15,49,55,13,28
128,15,49,55,14,28
128,15,49,55,15,28
128,15,49,56,1,28
128,15,49,56,2,28
128,15,49,56,3,28
128,15,49,56,4,28
128,15,49,56,5,28
128,15,49,56,6,28
128,15,49,56,7,28
128,15,49,56,8,28
128,15,49,56,9,28
128,15,49,56,10,28
128,15,49,56,11,28
128,15,49,56,12,28
128,15,49,56,13,28
128,15,49,56,14,28
128,15,49,56,15,28
128,15,49,57,1,28
128,15,49,57,2,28
128,15,49,57,3,28
128,15,49,57,4,28
128,15,49,57,5,28
128,15,49,57,6,28
128,15,49,57,7,28
128,15,49,57,8,28
128,15,49,57,9,28
128,15,49,57,10,28
128,15,49,57,11,28
128,15,49,57,12,28
128,15,49,57,13,28
128,15,49,57,14,28
128,15,49,57,15,28
128,15,49,58,1,28
128,15,49,58,2,28
128,15,49,58,3,28
128,15,49,58,4,28
128,15,49,58,5,28
128,15,49,58,6,28
128,15,49,58,7,28
128,15,49,58,8,28
128,15,49,58,9,28
128,15,49,58,10,28
128,15,49,58,11,28
128,15,49,58,12,28
128,15,49,58,13,28
128,15,49,58,14,28
128,15,49,58,15,28
128,15,49,59,1,28
128,15,49,59,2,28
128,15,49,59,3,28
128,15,49,59,4,28
128,15,49,59,5,28
128,15,49,59,6,28
128,15,49,59,7,28
128,15,49,59,8,28
128,15,49,59,9,28
128,15,49,59,10,28
128,15,49,59,11,28
128,15,49,59,12,28
128,15,49,59,13,28
128,15,49,59,14,28
128,15,49,60,1,28
128,15,49,60,2,28
128,15,49,60,3,28
128,15,49,60,4,28
128,15,49,60,5,28
128,15,49,60,6,28
128,15,49,60,7,28
128,15,49,60,8,28
128,15,49,60,9,28
128,15,49,60,10,28
128,15,49,60,11,28
128,15,49,60,12,28
128,15,49,60,13,28
128,15,49,60,14,28
128,15,50,52,1,29
128,15,50,52,2,29
128,15,50,52,3,29
128,15,50,52,4,29
128,15,50,52,5,29
128,15,50,52,6,29
128,15,50,52,7,29
128,15,50,52,8,29
128,15,50,52,9,29
128,15,50,52,10,29
128,15,50,52,11,29
128,15,50,52,12,29
128,15,50,52,13,29
128,15,50,52,14,29
128,15,50,53,1,29
128,15,50,53,2,29
128,15,50,53,3,29
128,15,50,53,4,29
128,15,50,53,5,29
128,15,50,53,6,29
128,15,50,53,7,29
128,15,50,53,8,29
128,15,50,53,9,29
128,15,50,53,10,29
128,15,50,53,11,29
128,15,50,53,12,29
128,15,50,53,13,29
128,15,50,53,14,29
128,15,50,54,1,29
128,15,50,54,2,29
128,15,50,54,3,29
128,15,50,54,4,29
128,15,50,54,5,29
128,15,50,54,6,29
128,15,50,54,7,29
128,15,50,54,8,29
128,15,50,54,9,29
128,15,50,54,10,29
128,15,50,54,11,29
128,15,50,54,12,29
128,15,50,54,13,29
128,15,50,54,14,29
128,15,50,55,1,29
128,15,50,55,2,29
128,15,50,55,3,29
128,15,50,55,4,29
128,15,50,55,5,29
128,15,50,55,6,29
128,15,50,55,7,29
128,15,50,55,8,29
128,15,50,55,9,29
128,15,50,55,10,29
128,15,50,55,11,29
128,15,50,55,12,29
128,15,50,55,13,29
128,15,50,55,14,29
128,15,50,56,1,29
128,15,50,56,2,29
128,15,50,56,3,29
128,15,50,56,4,29
128,15,50,56,5,29
128,15,50,56,6,29
128,15,50,56,7,29
128,15,50,56,8,29
128,15,50,56,9,29
128,15,50,56,10,29
128,15,50,56,11,29
128,15,50,56,12,29
128,15,50,56,13,29
128,15,50,56,14,29
128,15,50,57,1,29
128,15,50,57,2,29
128,15,50,57,3,29
128,15,50,57,4,29
128,15,50,57,5,29
128,15,50,57,6,29
128,15,50,57,7,29
128,15,50,57,8,29
128,15,50,57,9,29
128,15,50,57,10,29
128,15,50,57,11,29
128,15,50,57,12,29
128,15,50,57,13,29
128,15,50,57,14,29
128,15,50,58,1,29
128,15,50,58,2,29
128,15,50,58,3,29
128,15,50,58,4,29
128,15,50,58,5,29
128,15,50,58,6,29
128,15,50,58,7,29
128,15,50,58,8,29
128,15,50,58,9,29
128,15,50,58,10,29
128,15,50,58,11,29
128,15,50,58,12,29
128,15,50,58,13,29
128,15,50,58,14,29
128,15,50,59,1,29
128,15,50,59,2,29
128,15,50,59,3,29
128,15,50,59,4,29
128,15,50,59,5,29
128,15,50,59,6,29
128,15,50,59,7,29
128,15,50,59,8,29
128,15,50,59,9,29
128,15,50,59,10,29
128,15,50,59,11,29
128,15,50,59,12,29
128,15,50,59,13,29
128,15,50,59,14,29
128,15,50,60,1,29
128,15,50,60,2,29
128,15,50,60,3,29
128,15,50,60,4,29
128,15,50,60,5,29
128,15,50,60,6,29
128,15,50,60,7,29
128,15,50,60,8,29
128,15,50,60,9,29
128,15,50,60,10,29
128,15,50,60,11,29
128,15,50,60,12,29
128,15,50,60,13,29
128,15,50,60,14,29
128,15,51,53,1,30
128,15,51,53,2,30
128,15,51,53,3,30
128,15,51,53,4,30
128,15,51,53,5,30
128,15,51,53,6,30
128,15,51,53,7,30
128,15,51,53,8,30
128,15,51,53,9,30
128,15,51,53,10,30
128,15,51,53,11,30
128,15,51,53,12,30
128,15,51,53,13,30
128,15,51,53,14,30
128,15,51,54,1,30
128,15,51,54,2,30
128,15,51,54,3,30
128,15,51,54,4,30
128,15,51,54,5,30
128,15,51,54,6,30
128,15,51,54,7,30
128,15,51,54,8,30
128,15,51,54,9,30
128,15,51,54,10,30
128,15,51,54,11,30
128,15,51,54,12,30
128,15,51,54,13,30
128,15,51,54,14,30
128,15,51,55,1,30
128,15,51,55,2,30
128,15,51,55,3,30
128,15,51,55,4,30
128,15,51,55,5,30
128,15,51,55,6,30
128,15,51,55,7,30
128,15,51,55,8,30
128,15,51,55,9,30
128,15,51,55,10,30
128,15,51,55,11,30
128,15,51,55,12,30
128,15,51,55,13,30
128,15,51,55,14,30
128,15,51,56,1,30
128,15,51,56,2,30
128,15,51,56,3,30
128,15,51,56,4,30
128,15,51,56,5,30
128,15,51,56,6,30
128,15,51,56,7,30
128,15,51,56,8,30
128,15,51,56,9,30
128,15,51,56,10,30
128,15,51,56,11,30
128,15,51,56,12,30
128,15,51,56,13,30
128,15,51,56,14,30
128,15,51,57,1,30
128,15,51,57,2,30
128,15,51,57,3,30
128,15,51,57,4,30
128,15,51,57,5,30
128,15,51,57,6,30
128,15,51,57,7,30
128,15,51,57,8,30
128,15,51,57,9,30
128,15,51,57,10,30
128,15,51,57,11,30
128,15,51,57,12,30
128,15,51,57,13,30
128,15,51,57,14,30
128,15,51,58,1,30
128,15,51,58,2,30
128,15,51,58,3,30
128,15,51,58,4,30
128,15,51,58,5,30
128,15,51,58,6,30
128,15,51,58,7,30
128,15,51,58,8,30
128,15,51,58,9,30
128,15,51,58,10,30
128,15,51,58,11,30
128,15,51,58,12,30
128,15,51,58,13,30
128,15,51,58,14,30
128,15,51,59,1,30
128,15,51,59,2,30
128,15,51,59,3,30
128,15,51,59,4,30
128,15,51,59,5,30
128,15,51,59,6,30
128,15,51,59,7,30
128,15,51,59,8,30
128,15,51,59,9,30
128,15,51,59,10,30
128,15,51,59,11,30
128,15,51,59,12,30
128,15,51,59,13,30
128,15,51,59,14,30
128,15,51,60,1,30
128,15,51,60,2,30
128,15,51,60,3,30
128,15,51,60,4,30
128,15,51,60,5,30
128,15,51,60,6,30
128,15,51,60,7,30
128,15,51,60,8,30
128,15,51,60,9,30
128,15,51,60,10,30
128,15,51,60,11,30
128,15,51,60,12,30
128,15,51,60,13,30
128,15,51,60,14,30
128,15,52,54,1,31
128,15,52,54,2,31
128,15,52,54,3,31
128,15,52,54,4,31
128,15,52,54,5,31
128,15,52,54,6,31
128,15,52,54,7,31
128,15,52,54,8,31
128,15,52,54,9,31
128,15,52,54,10,31
128,15,52,54,11,31
128,15,52,54,12,31
128,15,52,54,13,31
128,15,52,54,14,31
128,15,52,55,1,31
128,15,52,55,2,31
128,15,52,55,3,31
128,15,52,55,4,31
128,15,52,55,5,31
128,15,52,55,6,31
128,15,52,55,7,31
128,15,52,55,8,31
128,15,52,55,9,31
128,15,52,55,10,31
128,15,52,55,11,31
128,15,52,55,12,31
128,15,52,55,13,31
128,15,52,55,14,31
128,15,52,56,1,31
128,15,52,56,2,31
128,15,52,56,3,31
128,15,52,56,4,31
128,15,52,56,5,31
128,15,52,56,6,31
128,15,52,56,7,31
128,15,52,56,8,31
128,15,52,56,9,31
128,15,52,56,10,31
128,15,52,56,11,31
128,15,52,56,12,31
128,15,52,56,13,31
128,15,52,56,14,31
128,15,52,57,1,31
128,15,52,57,2,31
128,15,52,57,3,31
128,15,52,57,4,31
128,15,52,57,5,31
128,15,52,57,6,31
128,15,52,57,7,31
128,15,52,57,8,31
128,15,52,57,9,31
128,15,52,57,10,31
128,15,52,57,11,31
128,15,52,57,12,31
128,15,52,57,13,31
128,15,52,57,14,31
128,15,52,58,1,31
128,15,52,58,2,31
128,15,52,58,3,31
128,15,52,58,4,31
128,15,52,58,5,31
128,15,52,58,6,31
128,15,52,58,7,31
128,15,52,58,8,31
128,15,52,58,9,31
128,15,52,58,10,31
